1	118801	119601	ENSR00000278231	1	134772	140566	LOC729737	-	15172
1	135601	137801	ENSR00001576095	1	134772	140566	LOC729737	-	0
1	609200	612000	ENSR00000668530	1	621095	622034	OR4F16	-	9096
1	609200	612000	ENSR00000668530	1	621095	622034	OR4F29	-	9096
1	609200	612000	ENSR00000668530	1	621095	622034	OR4F3	-	9096
1	658601	662401	ENSR00001576114	1	661138	665731	LOC100133331	-	0
1	712838	715800	ENSR00001516718	1	700244	714068	LOC100288069	-	0
1	752000	753401	ENSR00001576125	1	752750	755214	FAM87B	+	0
1	753600	753644	ENSR00001038302	1	752750	755214	FAM87B	+	0
1	760800	764600	ENSR00000528836	1	761585	762902	LINC00115	-	0
1	760800	764600	ENSR00000528836	1	762970	794826	LINC01128	+	0
1	839200	841201	ENSR00001576141	1	852197	855072	LOC100130417	-	10997
1	856400	856801	ENSR00001576147	1	852197	855072	LOC100130417	-	1329
1	858600	861844	ENSR00001576148	1	861120	879961	SAMD11	+	0
1	875800	877201	ENSR00001576152	1	861120	879961	SAMD11	+	0
1	877600	878601	ENSR00000528858	1	861120	879961	SAMD11	+	0
1	893000	897201	ENSR00000528861	1	879582	894679	NOC2L	-	0
1	893000	897201	ENSR00000528861	1	895966	901099	KLHL17	+	0
1	901400	903201	ENSR00000528862	1	901876	910484	PLEKHN1	+	0
1	911200	912039	ENSR00000528867	1	910578	917497	PERM1	-	0
1	934200	937601	ENSR00000528874	1	934341	935552	HES4	-	0
1	948000	950401	ENSR00001037666	1	948846	949919	ISG15	+	0
1	954800	958001	ENSR00000162211	1	955502	991499	AGRN	+	0
1	960200	961401	ENSR00001576168	1	955502	991499	AGRN	+	0
1	968000	968401	ENSR00000162215	1	955502	991499	AGRN	+	0
1	969400	969601	ENSR00001576169	1	955502	991499	AGRN	+	0
1	994000	995801	ENSR00001576175	1	955502	991499	AGRN	+	2502
1	998000	998601	ENSR00001576176	1	955502	991499	AGRN	+	6502
1	998800	1000201	ENSR00001576177	1	1007125	1009687	RNF223	-	6925
1	1003800	1005601	ENSR00001037669	1	1007125	1009687	RNF223	-	1525
1	1014400	1016201	ENSR00000162232	1	1017197	1051736	C1orf159	-	997
1	1050200	1050839	ENSR00000528902	1	1017197	1051736	C1orf159	-	0
1	1051200	1052439	ENSR00001576180	1	1017197	1051736	C1orf159	-	0
1	1098000	1099401	ENSR00001576186	1	1109285	1133313	TTLL10	+	9885
1	1099800	1101801	ENSR00001576187	1	1109285	1133313	TTLL10	+	7485
1	1136800	1137601	ENSR00001576193	1	1138887	1142089	TNFRSF18	-	1287
1	1141600	1142001	ENSR00001576194	1	1138887	1142089	TNFRSF18	-	0
1	1143643	1144044	ENSR00000278385	1	1138887	1142089	TNFRSF18	-	1555
1	1165238	1167601	ENSR00001576198	1	1152287	1167447	SDF4	-	0
1	1167800	1169239	ENSR00000528937	1	1167628	1170420	B3GALT6	+	0
1	1172600	1173401	ENSR00001576199	1	1167628	1170420	B3GALT6	+	2181
1	1173800	1174201	ENSR00000162290	1	1167628	1170420	B3GALT6	+	3381
1	1206000	1210601	ENSR00001576212	1	1189291	1209234	UBE2J2	-	0
1	1239800	1245601	ENSR00000528965	1	1227763	1243269	ACAP3	-	0
1	1239800	1245601	ENSR00000528965	1	1243993	1247057	PUSL1	+	0
1	1258238	1259201	ENSR00001576222	1	1246964	1260067	CPSF3L	-	0
1	1259600	1261801	ENSR00001576223	1	1246964	1260067	CPSF3L	-	0
1	1259600	1261801	ENSR00001576223	1	1260142	1264276	CPTP	+	0
1	1280600	1286601	ENSR00001576224	1	1270657	1284492	DVL1	-	0
1	1286800	1287201	ENSR00001576226	1	1288068	1298921	MXRA8	-	868
1	1292200	1294244	ENSR00001576227	1	1288068	1298921	MXRA8	-	0
1	1295800	1296001	ENSR00001516761	1	1288068	1298921	MXRA8	-	0
1	1309000	1312001	ENSR00001404993	1	1309109	1310818	AURKAIP1	-	0
1	1332838	1336601	ENSR00001516763	1	1321090	1334718	CCNL2	-	0
1	1332838	1336601	ENSR00001516763	1	1334909	1337426	LOC148413	+	0
1	1340838	1344239	ENSR00001576235	1	1337275	1342693	MRPL20	-	0
1	1353200	1353601	ENSR00001576237	1	1353799	1356824	ANKRD65	-	199
1	1355200	1356001	ENSR00000528999	1	1353799	1356824	ANKRD65	-	0
1	1356200	1356601	ENSR00001576239	1	1353799	1356824	ANKRD65	-	0
1	1369000	1369801	ENSR00001576240	1	1365536	1369953	LOC102724312	-	0
1	1370200	1372001	ENSR00001576241	1	1370902	1378262	VWA1	+	0
1	1373000	1373401	ENSR00001037684	1	1370902	1378262	VWA1	+	0
1	1397600	1398201	ENSR00001038307	1	1385068	1405538	ATAD3C	+	0
1	1405800	1409239	ENSR00000668562	1	1407163	1431582	ATAD3B	+	0
1	1446038	1449601	ENSR00001576257	1	1447522	1470067	ATAD3A	+	0
1	1474400	1475201	ENSR00001576260	1	1470157	1475740	TMEM240	-	0
1	1476000	1476601	ENSR00001576261	1	1470157	1475740	TMEM240	-	261
1	1508200	1511801	ENSR00000529025	1	1477052	1510262	SSU72	-	0
1	1532800	1533201	ENSR00001576272	1	1533387	1535476	C1orf233	-	187
1	1534800	1535201	ENSR00001576273	1	1533387	1535476	C1orf233	-	0
1	1535800	1536201	ENSR00000529031	1	1533387	1535476	C1orf233	-	325
1	1549200	1552801	ENSR00001576275	1	1550794	1565990	MIB2	+	0
1	1563600	1565201	ENSR00001576279	1	1550794	1565990	MIB2	+	0
1	1566000	1566401	ENSR00000529051	1	1550794	1565990	MIB2	+	11
1	1589400	1592000	ENSR00001516773	1	1570602	1655859	CDK11B	-	0
1	1622600	1625601	ENSR00001516777	1	1570602	1655859	CDK11B	-	0
1	1622600	1625601	ENSR00001516777	1	1592938	1624243	SLC35E2B	-	0
1	1654238	1657239	ENSR00001576299	1	1570602	1655859	CDK11B	-	0
1	1654238	1657239	ENSR00001576299	1	1634169	1655791	CDK11A	-	0
1	1654238	1657239	ENSR00001576299	1	1656276	1677438	SLC35E2	-	0
1	1676200	1679600	ENSR00001516784	1	1656276	1677438	SLC35E2	-	0
1	1707400	1712001	ENSR00001576308	1	1682670	1711508	NADK	-	0
1	1713600	1714601	ENSR00000529089	1	1682670	1711508	NADK	-	2093
1	1819600	1824239	ENSR00000162373	1	1716723	1822556	GNB1	-	0
1	1849800	1851601	ENSR00000529115	1	1849028	1850740	TMEM52	-	0
1	1891400	1891601	ENSR00000529124	1	1853389	1935276	CFAP74	-	0
1	1946201	1946601	ENSR00001576358	1	1950767	1962192	GABRD	+	4167
1	1980800	1981601	ENSR00001576366	1	1981908	2116834	PRKCZ	+	308
1	1982000	1983401	ENSR00001576367	1	1981908	2116834	PRKCZ	+	0
1	2005000	2005401	ENSR00000529149	1	1981908	2116834	PRKCZ	+	0
1	2064000	2065601	ENSR00000529160	1	1981908	2116834	PRKCZ	+	0
1	2120600	2122401	ENSR00000074155	1	2115898	2144159	C1orf86	-	0
1	2123800	2127044	ENSR00000074156	1	2115898	2144159	C1orf86	-	0
1	2130400	2132201	ENSR00000074157	1	2115898	2144159	C1orf86	-	0
1	2135600	2136401	ENSR00001576410	1	2115898	2144159	C1orf86	-	0
1	2136643	2137444	ENSR00000162461	1	2115898	2144159	C1orf86	-	0
1	2139000	2139401	ENSR00001576411	1	2115898	2144159	C1orf86	-	0
1	2139800	2140201	ENSR00000529173	1	2115898	2144159	C1orf86	-	0
1	2143800	2145001	ENSR00000529176	1	2115898	2144159	C1orf86	-	0
1	2158000	2159401	ENSR00001576414	1	2160133	2241652	SKI	+	733
1	2160200	2166601	ENSR00000529180	1	2160133	2241652	SKI	+	0
1	2177800	2178001	ENSR00000529184	1	2160133	2241652	SKI	+	0
1	2321400	2325001	ENSR00000074174	1	2252691	2323190	MORN1	-	0
1	2321400	2325001	ENSR00000074174	1	2286613	2323190	MORN1	-	0
1	2321400	2325001	ENSR00000074174	1	2323213	2336885	RER1	+	0
1	2342800	2346239	ENSR00001576447	1	2336240	2344010	PEX10	-	0
1	2455838	2458639	ENSR00001516830	1	2439969	2458067	PANK4	-	0
1	2476800	2477201	ENSR00001576471	1	2481358	2488450	LOC115110	-	4158
1	2477400	2480401	ENSR00000529282	1	2481358	2488450	LOC115110	-	958
1	2487000	2489400	ENSR00000278567	1	2481358	2488450	LOC115110	-	0
1	2487000	2489400	ENSR00000278567	1	2487803	2497061	TNFRSF14	+	0
1	2516400	2519601	ENSR00000529294	1	2517898	2522908	FAM213B	+	0
1	2525400	2526000	ENSR00001038323	1	2522080	2564481	MMEL1	-	0
1	2985200	2985801	ENSR00001576512	1	2985741	3355185	PRDM16	+	0
1	2986200	2986844	ENSR00001576513	1	2985741	3355185	PRDM16	+	0
1	2987200	2988401	ENSR00000529333	1	2985741	3355185	PRDM16	+	0
1	3370600	3371001	ENSR00001576558	1	3371146	3397677	ARHGEF16	+	146
1	3371200	3372601	ENSR00000162789	1	3371146	3397677	ARHGEF16	+	0
1	3446000	3448001	ENSR00000529426	1	3404505	3528059	MEGF6	-	0
1	3527000	3528001	ENSR00001576601	1	3404505	3528059	MEGF6	-	0
1	3528400	3528801	ENSR00001576602	1	3404505	3528059	MEGF6	-	342
1	3539800	3542844	ENSR00000278649	1	3541555	3546694	TPRG1L	+	0
1	3565038	3566844	ENSR00001576611	1	3547330	3566671	WRAP73	-	0
1	3567800	3570639	ENSR00000529461	1	3569128	3652765	TP73	+	0
1	3585200	3585601	ENSR00001576615	1	3569128	3652765	TP73	+	0
1	3607200	3607601	ENSR00001576621	1	3569128	3652765	TP73	+	0
1	3662400	3664801	ENSR00000162896	1	3652547	3663937	TP73-AS1	-	0
1	3688200	3689001	ENSR00001576641	1	3668964	3688209	CCDC27	+	0
1	3689400	3691201	ENSR00000074289	1	3689324	3692546	SMIM1	+	0
1	3711238	3714200	ENSR00000529498	1	3696783	3713068	LRRC47	-	0
1	3772200	3775401	ENSR00000074293	1	3728644	3773797	CEP104	-	0
1	3772200	3775401	ENSR00000074293	1	3773830	3801993	DFFB	+	0
1	3815200	3818401	ENSR00000529503	1	3805696	3816857	C1orf174	-	0
1	3815200	3818401	ENSR00000529503	1	3816967	3832011	LINC01134	+	0
1	4714868	4717069	ENSR00000529542	1	4715104	4843851	AJAP1	+	0
1	6050868	6054669	ENSR00000278744	1	5922867	6052533	NPHP4	-	0
1	6050868	6054669	ENSR00000278744	1	6052357	6161253	KCNAB2	+	0
1	6085068	6088269	ENSR00000529640	1	6052357	6161253	KCNAB2	+	0
1	6257468	6260669	ENSR00000529665	1	6245079	6259679	RPL22	-	0
1	6264668	6268069	ENSR00000074389	1	6264899	6265840	LOC102724450	-	0
1	6264668	6268069	ENSR00000074389	1	6266188	6281359	RNF207	+	0
1	6268468	6269869	ENSR00001576842	1	6266188	6281359	RNF207	+	0
1	6294268	6296669	ENSR00001516966	1	6281252	6296044	ICMT	-	0
1	6294268	6296669	ENSR00001516966	1	6296299	6299502	LINC00337	+	0
1	6299468	6300269	ENSR00000529673	1	6296299	6299502	LINC00337	+	0
1	6305468	6306469	ENSR00001576849	1	6304251	6305638	HES3	+	0
1	6319668	6321669	ENSR00000529679	1	6307405	6321035	GPR153	-	0
1	6419668	6419869	ENSR00001576888	1	6324331	6453826	ACOT7	-	0
1	6444469	6446469	ENSR00000529705	1	6324331	6453826	ACOT7	-	0
1	6451668	6454869	ENSR00000529707	1	6324331	6453826	ACOT7	-	0
1	6478469	6480669	ENSR00001576905	1	6475293	6479979	HES2	-	0
1	6483868	6484069	ENSR00001576906	1	6484847	6521004	ESPN	+	779
1	6484268	6484669	ENSR00001576907	1	6484847	6521004	ESPN	+	179
1	6485668	6486069	ENSR00000074411	1	6484847	6521004	ESPN	+	0
1	6500068	6500469	ENSR00001576914	1	6484847	6521004	ESPN	+	0
1	6506868	6508469	ENSR00001576917	1	6484847	6521004	ESPN	+	0
1	6509068	6509469	ENSR00001576918	1	6484847	6521004	ESPN	+	0
1	6544868	6546669	ENSR00001576934	1	6526151	6580121	PLEKHG5	-	0
1	6549068	6552069	ENSR00000529730	1	6526151	6580121	PLEKHG5	-	0
1	6555668	6558469	ENSR00000529740	1	6526151	6580121	PLEKHG5	-	0
1	6612668	6615469	ENSR00000074425	1	6581406	6614658	NOL9	-	0
1	6612668	6615469	ENSR00000074425	1	6615337	6639817	TAS1R1	+	0
1	6615668	6615869	ENSR00001576947	1	6615337	6639817	TAS1R1	+	0
1	6639468	6642269	ENSR00001576949	1	6615337	6639817	TAS1R1	+	0
1	6639468	6642269	ENSR00001576949	1	6640050	6649340	ZBTB48	+	0
1	6659068	6664269	ENSR00001517011	1	6650783	6662958	KLHL21	-	0
1	6671868	6676069	ENSR00001517014	1	6673755	6684093	PHF13	+	0
1	6684668	6686669	ENSR00001038347	1	6684924	6695646	THAP3	+	0
1	6760068	6762469	ENSR00001517022	1	6694227	6761966	DNAJC11	-	0
1	6843268	6845669	ENSR00001576986	1	6845383	7829766	CAMTA1	+	0
1	6845868	6847469	ENSR00000529775	1	6845383	7829766	CAMTA1	+	0
1	7830468	7832669	ENSR00000529912	1	7831328	7841492	VAMP3	+	0
1	7842868	7845269	ENSR00001517107	1	7844488	7905240	PER3	+	0
1	7886668	7888269	ENSR00000278885	1	7844488	7905240	PER3	+	0
1	8000868	8001469	ENSR00000278895	1	7975930	8003225	TNFRSF9	-	0
1	8002468	8002669	ENSR00001577145	1	7975930	8003225	TNFRSF9	-	0
